"General","장군"
"more greedy","더 욕심"
"more intemperant","더 부절제"
"less intemperant","덜 부절제"
"more violent","더 폭력적"
"less violent","덜 폭력적"
"more wasteful","더 낭비"
"more discordant","더 불협화음"
"more harmonious","더 조화로운"
"more friendly","더 친근한"
"more disdainful","더 경멸"
"more prudent","더 신중한"
"more grateful","더 감사"
"less grateful","덜 감사"
"more humble","더 겸손"
"more presumptious","더 주제넘은"
"more despairing","더 절망적이다"
"more attentive","더 세심한"
"less attentive","덜 주의를 기울이는"
"less open-minded","덜 열린 마음"
"more obsessive","더 강박"
"less obsessive","덜 집착"
"more sensitive","더 민감한"
"less sensitive","덜 민감한"
"more thoughtless","더 생각없는"
"more deliberate","더 신중한"
"more sloppy","더 조잡"
"more distrustful","더 불신"
"less of a thrill seeker","덜 스릴 추구"
"more inclined to the practical","실용성을 더 중시한다"
"more inclined to create","만드는 경향이 더 많다"
"less inclined to create","만드는 경향이 적다"
"while in ","있는 동안 "
"experiencing trauma","외상 경험"
"seeing ","봄 "
" die"," 주사위"
" dead body"," 시체"
"somebody's","누군가의"
"at ","~에 "
"the unexpected death of somebody","누군가의 예상치 못한 죽음"
"somebody's death","누군가의 죽음"
"while ","동안 "
"killing somebody","누군가를 죽이다"
"being reunited with a loved one","사랑하는 사람과의 재회"
"being caught sneaking","살금살금하다 적발되다"
"joining an existing conflict","기존 갈등에 합류"
"attending a sermon","설교에 참석하다"
"watching a performance","공연 관람"
"producing a masterwork","걸작을 생산"
"creating an artifact","아티팩트 생성"
"upon ","...에 "
"improving ","개선 "
"mastering ","마스터링 "
"a break up","이별"
"getting divorced","이혼하다"
"as ","~처럼 "
"you were","너는 ~였다"
" caught up in "," 에 휘말리다 "
"a new romance","새로운 로맨스"
"realizing ","깨닫는 "
"playing make believe","믿다"
"playing with ","~와 놀다 "
"becoming a parent","부모되기"
"being near to a conflict","갈등에 가깝다"
"an agreement was cancelled","계약이 취소되었습니다"
"joining a traveling group","여행 그룹에 합류"
"a site was controlled","사이트가 통제되었습니다"
"a tribute cancellation","공물 취소"
"an incident","사건"
"hearing a rumor","소문을 듣고"
"leaving a performance troupe","공연단을 떠나다"
"being removed from a performance troupe","공연단에서 퇴출당하다"
"being removed from a military group","군사 그룹에서 제거되고"
"when a stranger advanced with a weapon","무장한 침입자가 나아갈 때"
"seeing a stranger sneaking around","은신한 침입자 발견"
"witnessing a night creature drinking blood","피를 마시는 밤의 생물을 목격"
"petitioning for citizenship","시민권 신청"
"bringing up job scarcity in a meeting","회의에서 일자리 부족 문제 제기"
"making suggestions about work allocations","작업 할당에 대한 제안"
"requesting weapon production","무기 생산 요청"
"yelling at a priest","사제에게 소리지르다"
"crying on a priest","사제에게 울부짖다"
"yelling at somebody in charge","책임자에게 소리를 지르다"
"crying on somebody in charge","책임자에게 울부짖다"
"telling somebody about being trapped here","누군가에게 여기에 갇힌 것에 대해 이야기하기"
"being cried on by an unhappy worshipper","불행한 숭배자에 의해 울고"
"being yelled at by an unhappy worshipper","불행한 숭배자에게 소리를 지르다"
"hearing somebody was being prevented from leaving","누군가가 떠나는 것을 막았다는 소식을 듣고"
"being cried on by an unhappy citizen","불행한 시민의 울부짖음"
"being yelled at by an unhappy citizen","불행한 시민에게 소리를 지르고"
"viewing ","보기 "
" in a personal museum"," 개인 박물관에서"
"near ","가까운 "
" own"," 자신의"
"completely sublime","완전히 숭고하다"
"tastefully arranged ","세련되게 배열 "
"wonderful","훌륭한"
"splendid","탁월한"
"very fine","아주 좋은"
"losing a pet","애완 동물을 잃고"
"throwing something","무언가 던지기"
"being released from confinement","감금에서 풀려난다"
"a miscarriage","유산"
" spouse's miscarriage"," 배우자의 유산"
"to be ","되려고 "
"wearing old clothing","낡은 옷을 입고"
"wearing tattered clothing","너덜너덜한 옷을 입고"
"to have ","가지고 "
"clothes rot off of ","옷이 썩다 "
" body"," 신체"
"being tormented in nightmares by a dead pet","죽은 애완동물의 악몽에 시달림"
"being tormented in nightmares by a dead spouse","죽은 배우자의 악몽에 시달림"
"being tormented in nightmares by a dead lover","죽은 연인의 악몽에 시달림"
"being tormented in nightmares by a dead sibling","죽은 형제의 악몽에 시달림"
"being tormented in nightmares by ","악몽에 시달림 "
" own dead mother"," 죽은 어머니"
" own dead father"," 죽은 아버지"
"being tormented in nightmares by a dead animal training partner","죽은 동물 훈련 파트너의 악몽에 시달림"
"being tormented in nightmares by a dead friend","죽은 친구의 악몽에 시달림"
"being tormented in nightmares by the dead","죽은 자의 악몽에 시달린다"
"being ","존재 "
" by a dead pet"," 죽은 애완 동물의"
" by a dead spouse"," 죽은 배우자의"
" by a dead lover"," 죽은 연인에 의해"
" by a dead sibling"," 죽은 형제에 의해"
" by a dead animal training partner"," 죽은 동물 훈련 파트너에 의해"
" by a dead friend"," 죽은 친구에 의해"
" by a dead and still annoying acquaintance"," 죽은 지인에게"
" by the dead"," 죽은 자에 의해"
"combat drills","전투 훈련"
"practicing at the archery target","과녁 사격 훈련"
"a sparring session","대련 시간"
"being unable to petition for citizenship","시민권을 신청할 수 없습니다"
"being unable to find somebody to complain to about job scarcity","일자리 부족에 대해 불평할 사람을 찾을 수 없음"
"being unable to make suggestions about work allocations","작업 할당에 대한 제안을 할 수 없음"
"being unable to request weapon production","무기 생산을 요청할 수 없음"
"being unable to find a priest to complain to","불평할 사제를 찾을 수 없음"
"being unable to find a priest to cry on","울부짖을 신부를 찾을 수 없다는 것"
"being unable to find somebody in charge to yell at","소리를 질러야 할 책임자를 찾을 수 없다는 것"
"being unable to find somebody in charge to cry on","울어야 할 책임자를 찾을 수 없음"
"long patrol duty","긴 순찰 의무"
"being nauseated by the sun","태양에 구역질이 나다"
"being out in the sunshine again","다시 햇빛을 받으며"
"utterly sleep-deprived","완전히 잠이 부족하다"
"suffering a major injury","큰 부상을 입다"
"suffering a minor injury","경미한 부상을 입다"
"loud noises made it impossible to sleep","시끄러운 소음으로 인해 잠을 잘 수 없었습니다."
"being disturbed during sleep by loud noises","시끄러운 소음에 의해 수면 중에 방해받는"
"sleeping uneasily due to noise","소음으로 인해 편히 잠들지 못함"
"being able to rest and recuperate","휴식을 취하고 회복할 수 있는"
"caught in the rain","비를 맞다"
"caught in a snow storm","눈보라에 휩싸인"
"retching on a miasma","독기에 구역질"
"choking on smoke underground","지하 연기에 질식"
"being near to a waterfall","폭포 근처에 있는 것"
"choking on dust underground","지하 먼지에 질식"
"considering ","고려하면 "
"the state of demands","요구의 상태"
"that a criminal could not be properly punished","범죄자를 제대로 처벌할 수 없다."
"having","데"
" punishment reduced"," 처벌 감소"
"re-elected","재선"
"the acceptance of a petition for a temple for ","성전 청원서 수락 "
"the establishment of a guildhall for ","위한 길드홀 설립 "
"the acceptance of a petition for a guildhall for ","길드홀 신청 접수 "
"being granted residency","거주 허가를 받고"
"being granted citizenship","시민권을 부여받는"
"being denied residency","거주거부 당함"
"the rejection of a petition for a temple for ","성전 청원 거부 "
"a petition for a temple for ","성전 청원서 "
" was ignored"," 무시당했다"
" being ignored"," 무시당하고 있다"
"an agreement to construct a temple for ","성전 건축을 \u200b\u200b위한 협정 "
" was abandoned"," 버려졌다"
" being abandoned"," 버려지고"
"the rejection of a petition for a guildhall for ","길드홀 신청 거부 "
"a petition for a guildhall for ","길드홀 신청 "
"an agreement to construct a guildhall for ","을 위한 길드홀 건설 계약 "
"being denied citizenship","시민권을 거부당하다"
